"Municipality","Prewar Municipality","Municipality Area","Municipality Perimeter","Population, 1991","Muslim Population, 1991","Croat Population, 1991","Serb Population, 1991","Yugoslav Population, 1991","Other Population, 1991","Muslim Population Percentage, 1991","Croat Population Percentage, 1991","Serb Population Percentage, 1991","Yugoslav Population Percentage, 1991","Other Population Percentage, 1991","Ethnic Fractionalization, 1991","Ethnic Polarization, 1991","Percent of Population, 1991","Deaths per Population","Number of Deaths","Ethnic Dominance","Distance to Croatia","Distance to Serbia","Distance to Montenegro","Distance to Yugoslavia","Distance to Another Country","Distance to IEBL"
"Novo Sarajevo","Sarajevo Novo Sarajevo",72.9129960665233,54.4022579981858,95089,33902,8798,32899,15099,4391,0.356529146378656,0.0925238460810399,0.345981133464439,0.158788082743535,0.0461777913323308,0.717277317341841,0.76437623582599,0.0217245334910658,0.0202337,1924.0022993,"No",90.9185939718103,60.4068723851582,44.048809330892,44.0488093308918,44.0488093308918,0
"Odžak","Odžak",203.836237065018,69.1463271573744,30056,6220,16338,5667,1147,684,0.206947032206548,0.543585307426138,0.18854804365185,0.0381620974181528,0.0227575192973117,0.624163324282473,0.798328509873085,0.00686675197559625,0.0092494,277.9999664,"No",0,45.971606329512,166.382259858979,45.971606329512,0,0
"Olovo","Olovo",384.477397920206,113.483913726528,16956,12699,642,3193,285,137,0.748938428874735,0.037862703467799,0.188310922387356,0.0168082094833687,0.00807973578674216,0.401848843913957,0.685311093014816,0.00387385701684223,0.0165723,280.9999188,"Yes",65.054212261194,32.2859448365393,59.9022759802811,32.2859448365392,32.2859448365392,0
"Orašje","Orašje",162.238242577243,69.3688113378836,28367,1893,21308,4235,626,305,0.0667324708287799,0.751154510522791,0.149293192794444,0.022067895794409,0.0107519300595763,0.408422625218795,0.656457833382744,0.00648087414465461,0.0127966,363.0011522,"Yes",0,15.6665195478124,153.075531897981,15.6665195478124,0,0
"Osmaci","Kalesija",267.821341133633,76.6370436245725,41809,33137,35,7659,275,703,0.792580544858763,0.000837140328637375,0.183190222200962,0.00657753115357937,0.0168145614580593,0.337930728204317,0.632121044342852,0.00955190422370587,0.0157861,660.0010549,"Yes",34.9129130078874,5.23270425342291,89.1209122358853,5.23270425342291,5.23270425342291,0
"Oštra Luka","Sanski Most",963.750100946136,153.653104105784,60307,28136,4322,25363,1247,1239,0.466546172086159,0.071666639030295,0.420564776891571,0.0206775332880097,0.0205448787039647,0.599474178176159,0.896808050869345,0.0137780546776778,0.0255692,1542.0017444,"No",14.3161676747165,167.124536265521,203.521129676426,167.124536265521,14.3161676747165,0
"Pale","Pale",549.464467332324,114.528293988462,16355,4364,129,11284,396,182,0.266829715683277,0.00788749617853867,0.689941913787832,0.0242127789666769,0.0111280953836747,0.452009752659041,0.802201492692028,0.00373654939316199,0.028982,474.00061,"No",100.428046003833,32.272172065065,20.0538671415635,20.0538671415625,20.0538671415625,0
"Pale-Prača","Pale",549.464467332324,114.528293988462,16355,4364,129,11284,396,182,0.266829715683277,0.00788749617853867,0.689941913787832,0.0242127789666769,0.0111280953836747,0.452009752659041,0.802201492692028,0.00373654939316199,0.028982,474.00061,"No",100.428046003833,32.272172065065,20.0538671415635,20.0538671415625,20.0538671415625,0
"Pelagićevo","Gradačac",444.582286767581,102.87694563968,56581,33856,8613,11221,1436,1455,0.598363408211237,0.15222424488786,0.198317456389954,0.0253795443700182,0.0257153461409307,0.578153797173594,0.784993561043207,0.0129267931039131,0.0158887,898.9985347,"No",7.31354678377015,25.9318555306303,139.756326904752,25.9318555306303,7.31354678377015,0
"Petrovac","Bosanski Petrovac",838.882395200677,137.372093904873,15621,3288,48,11694,366,225,0.210485884386403,0.00307278663337814,0.748607643556751,0.0234299980795084,0.0144036873439601,0.39451641544568,0.706450063546702,0.00356885588936615,0.0239421,373.9995441,"No",2.94492251033371,188.179212256151,209.802832849761,188.179212256151,2.94492251033371,0
"Petrovo","Gračanica",433.193496135842,98.9632676423306,59134,42599,132,13558,1530,1315,0.720380829979369,0.00223221835154057,0.229275881895356,0.0258734399837657,0.0222376297899685,0.427315099905304,0.747054190503768,0.0135100649229741,0.0082017,484.9993278,"No",28.4495127591022,44.8725637166345,124.418037444266,44.8725637166345,28.4495127591022,0
"Posušje","Posušje",369.502237272625,120.90572294671,17134,6,16963,9,26,130,0.000350180926812186,0.990019843585853,0.000525271390218279,0.00151745068285281,0.00758725341426404,0.0198004416985817,0.0393670823337046,0.00391452383383904,0.0011089,18.9998926,"Yes",0,131.566112024136,99.1808774160044,99.1808774160042,0,36.9927541063754
"Prijedor","Prijedor",839.161670694318,143.243436056396,112543,49351,6316,47581,6459,2836,0.438507948073181,0.0561207716161823,0.422780626071813,0.0573913970660103,0.0251992571728139,0.621889005668929,0.87135832539307,0.0257121662093934,0.0462845,5208.9964835,"No",13.2048133449397,155.184161882676,211.882515471289,155.184161882676,13.2048133449397,1.59399464580788
"Prnjavor","Prnjavor",612.839262678062,123.316356191341,47055,7143,1721,33508,1757,2926,0.151801083838062,0.0365742216555095,0.712102858357242,0.0373392838168101,0.062182552332377,0.463267384444809,0.687170291556106,0.0107504329987916,0.0114972,541.000746,"Yes",4.88423907916392,94.4025703166196,163.306570659315,94.4025703166196,4.88423907916392,14.8695789346373
"Prozor-Rama","Prozor",464.394062012098,111.919710444839,19760,7225,12259,45,100,131,0.365637651821862,0.620394736842105,0.00227732793522267,0.00506072874493927,0.00662955465587044,0.48134472987592,0.92395565176743,0.00451447361717401,0.0234818,464.000368,"No",26.1646404927228,116.372519600556,90.3605859885676,90.3605859885674,26.1646404927228,26.3796485537592
"Ravno","Trebinje",1119.79808959912,180.208658868825,30996,5571,1246,21349,1642,1188,0.179732868757259,0.0401987353206865,0.688766292424829,0.0529745773648213,0.0383275261324042,0.487405846879847,0.719072443630834,0.00708150932378166,0.0111305,345.000978,"No",0,96.1884291901985,0,0,0,0
"Ribnik","Ključ",873.923447015203,154.076979517726,37391,17696,330,18506,579,280,0.473268968468348,0.00882565323206119,0.494931935492498,0.0154850097617074,0.00748843304538525,0.530685108402787,0.968273095856912,0.00854254468723448,0.0324677,1213.9997707,"No",33.223332674935,162.217611800506,187.175240179071,162.217611800506,33.223332674935,0
"Rogatica","Rogatica",637.955008045496,137.297939846367,21978,13209,19,8391,186,173,0.601010101010101,0.000864500864500864,0.381790881790882,0.00846300846300846,0.00787150787150787,0.492888250555008,0.937465745020974,0.00502120957278595,0.0916371,2014.0001838,"No",94.9913636390876,2.41984776544902,15.3710044738084,2.41984776544902,2.41984776544902,0
"Rudo","Rudo",321.148261001312,93.3347509387022,11571,3130,5,8150,106,180,0.27050384582145,0.000432114769682828,0.704347074583009,0.00916083311727595,0.0155561317085818,0.43039676710185,0.801501348452496,0.0026435715700567,0.0217786,252.0001806,"No",129.114135010524,0,9.66902923255692,0,0,12.3124281536922
"Sanski Most","Sanski Most",963.750100946136,153.653104105784,60307,28136,4322,25363,1247,1239,0.466546172086159,0.071666639030295,0.420564776891571,0.0206775332880097,0.0205448787039647,0.599474178176159,0.896808050869345,0.0137780546776778,0.0255692,1542.0017444,"No",14.3161676747165,167.124536265521,203.521129676426,167.124536265521,14.3161676747165,0
"Sapna","Zvornik",471.142764766818,138.117228659431,81295,48102,122,30863,1248,960,0.591696906328803,0.00150070730057199,0.379642044406175,0.0153514976320807,0.0118088443323698,0.505389319753608,0.93092860698823,0.018573083639077,0.0507657,4126.9975815,"No",29.255698653921,0,78.7226734552482,0,0,0
"Sarajevo Centar","Sarajevo Centar",31.7473542247513,28.8692645834051,79286,39761,5428,16631,13030,4436,0.501488282925107,0.0684610145549025,0.209759604469894,0.164341750119819,0.0559493479302777,0.669684959541307,0.760126732972464,0.0181140969236467,0.0195621,1551.0006606,"No",97.8152166537519,62.0952193396157,53.945007466199,53.9450074661988,53.9450074661988,0
"Sarajevo Novi Grad","Sarajevo Novi Grad",40.7232747923128,32.6936661233338,136616,69430,8889,37591,15580,5126,0.50821280084324,0.0650655852901564,0.275158107395913,0.114042279088833,0.0375212273818586,0.647360750680202,0.794934716976195,0.031212010510316,0.0230646,3150.9933936,"No",88.5529891941859,70.2202753925215,56.6307323557078,56.6307323557076,56.6307323557076,0
"Sarajevo Stari Grad","Sarajevo Stari Grad",130.135721221302,56.6097978803534,50744,39410,1126,5150,3374,1684,0.776643544064323,0.0221898155446949,0.101489831310106,0.0664906195806401,0.0331861895002365,0.380509906024184,0.598604716649387,0.0115932413577873,0.0227022,1152.0004368,"Yes",98.7151046787356,51.4549240236687,47.0122971904285,47.0122971904284,47.0122971904284,0
"Skender Vakuf","Skender Vakuf",287.724225141255,105.321974389748,19418,1071,4770,13263,169,145,0.055155010814708,0.245648367494078,0.683026058296426,0.00870326501184468,0.00746729838294366,0.469958700650565,0.785603171546619,0.00443633849687677,0.0086003,167.0006254,"No",61.3335295153581,127.818494168139,146.726747299151,127.818494168139,61.3335295153581,0
"Sokolac","Sokolac",688.121336720116,128.789029044159,14883,4493,19,10195,83,93,0.301888060202916,0.0012766243364913,0.68500974265941,0.00557683262783041,0.00624874017335215,0.439553473983,0.846001102101308,0.00340024852451421,0.0272794,405.9993102,"No",85.6949124610119,15.5998355533037,32.5311773351287,15.5998355533037,15.5998355533037,0.452971442975501
"Srbac","Srbac",472.225751824517,109.557173490923,21840,940,140,19382,811,567,0.043040293040293,0.00641025641025641,0.887454212454212,0.0371336996336996,0.0259615384615385,0.208478549457258,0.369744085192463,0.00498968136635022,0.0058608,127.999872,"Yes",0,94.6050401777627,187.939143109488,94.6050401777627,0,29.9134819687162
"Srebrenica","Srebrenica",515.234744915733,119.144840335488,36666,27572,38,8315,380,361,0.75197730867834,0.00103638247968145,0.226776850488191,0.0103638247968145,0.00984563355697376,0.382896967862337,0.720871318033215,0.00837690737081489,0.2103038,7710.9991308,"Yes",78.8222479984853,0,45.4372836214434,0,0,30.3358347683355
"Srebrenik","Srebrenik",224.855291358604,65.715863239821,40896,30528,2752,5308,1203,1105,0.746478873239437,0.0672926447574335,0.129792644757433,0.0294160798122066,0.0270197574334898,0.419799488092319,0.646812621770658,0.0093433154376492,0.0073112,298.9988352,"Yes",22.1008579327384,33.5889301163639,121.165312768626,33.5889301163639,22.1008579327384,0
"Stolac","Stolac",524.924563312052,118.449849359612,18681,8101,6188,3917,307,168,0.433649162250415,0.3312456506611,0.209678282747176,0.0164338097532252,0.00899309458808415,0.657908794888538,0.859894513453656,0.00426795959728885,0.0100637,187.9999797,"No",4.86509088680042,88.7735172536607,24.6416417131483,24.6416417131483,4.86509088680042,0
"Teočak","Ugljevik",191.658172338384,71.8689099124245,25587,10241,56,14468,290,532,0.400242310548325,0.00218861140422871,0.565443389221089,0.0113338804861844,0.0207918083401727,0.519514320272298,0.942287057698322,0.00584574071065948,0.0220034,563.0009958,"No",10.402787687945,7.12006734725357,113.518570257891,7.12006734725306,7.12006734725306,0
"Teslić","Teslić",834.824383403903,136.799339474956,59854,12802,9525,32962,3465,1100,0.213887125338323,0.159137233935911,0.550706719684566,0.0578908677782604,0.0183780532629398,0.621960641870145,0.788028099377403,0.0136745599130735,0.0123133,737.0002582,"No",33.6862140323773,90.84201125669,128.862260976704,90.84201125669,33.6862140323773,0
"Tešanj","Tešanj",209.901074976234,72.717956964426,48480,34941,8929,3071,1047,492,0.720730198019802,0.18417904290429,0.0633457095709571,0.0215965346534653,0.0101485148514851,0.442043980233419,0.708233011753479,0.0110759960000302,0.0155941,756.001968,"Yes",36.6527310551573,76.9341905066008,133.874761645333,76.9341905066008,36.6527310551573,0
"Tomislavgrad","Tomislavgrad",958.793044004204,147.871221699632,30009,3148,25976,576,107,202,0.104901862774501,0.865606984571295,0.0191942417274818,0.0035655969875704,0.00673131393915159,0.239293704463111,0.443865708589655,0.00685601410818698,0.0027658,82.9988922,"Yes",0,134.700439716881,104.265088888487,104.265088888487,0,19.9214021596825
"Travnik","Travnik",548.708138909663,122.587188036459,70747,31813,26118,7777,3743,1296,0.449672777644282,0.369174664650091,0.109926922696369,0.0529068370390264,0.018318797970232,0.646285819928127,0.843961772307731,0.0161632320341199,0.0182057,1287.9986579,"No",68.4329536436013,102.92406829184,119.869158442375,102.92406829184,68.4329536436013,0
"Trebinje","Trebinje",1119.79808959912,180.208658868825,30996,5571,1246,21349,1642,1188,0.179732868757259,0.0401987353206865,0.688766292424829,0.0529745773648213,0.0383275261324042,0.487405846879847,0.719072443630834,0.00708150932378166,0.0111305,345.000978,"No",0,96.1884291901985,0,0,0,0
"Trnovo-FBIH","Trnovo",489.35354131407,107.055181668799,6991,4790,16,2059,72,54,0.685166642826491,0.00228865684451438,0.294521527678444,0.0102989558003147,0.00772421685023602,0.443632771325153,0.836656968354381,0.00159720066081293,0.0503504,351.9996464,"No",72.9735545660637,46.6920801910042,28.5179376478762,28.517937647876,28.517937647876,0
"Trnovo-RS","Trnovo",489.35354131407,107.055181668799,6991,4790,16,2059,72,54,0.685166642826491,0.00228865684451438,0.294521527678444,0.0102989558003147,0.00772421685023602,0.443632771325153,0.836656968354381,0.00159720066081293,0.0503504,351.9996464,"No",72.9735545660637,46.6920801910042,28.5179376478762,28.517937647876,28.517937647876,0
"Tuzla","Tuzla",317.162097519447,79.2952728049953,131618,62669,20398,20271,21995,6285,0.476143080733638,0.15497880229148,0.15401388867784,0.167112401039372,0.0477518272576699,0.695342268016518,0.738235648272679,0.0300701411207089,0.0087982,1158.0014876,"No",27.4458037478199,17.9061403524382,104.757739420606,17.9061403524382,17.9061403524382,0
"Ugljevik","Ugljevik",191.658172338384,71.8689099124245,25587,10241,56,14468,290,532,0.400242310548325,0.00218861140422871,0.565443389221089,0.0113338804861844,0.0207918083401727,0.519514320272298,0.942287057698322,0.00584574071065948,0.0220034,563.0009958,"No",10.402787687945,7.12006734725357,113.518570257891,7.12006734725306,7.12006734725306,0
"Usora","Tešanj",209.901074976234,72.717956964426,48480,34941,8929,3071,1047,492,0.720730198019802,0.18417904290429,0.0633457095709571,0.0215965346534653,0.0101485148514851,0.442043980233419,0.708233011753479,0.0110759960000302,0.0155941,756.001968,"Yes",36.6527310551573,76.9341905066008,133.874761645333,76.9341905066008,36.6527310551573,0
"Vareš","Vareš",489.853140840578,96.1007260120644,22203,6714,9016,3644,2071,758,0.302391568706932,0.406071251632662,0.164121965500158,0.0932756834661983,0.0341395306940504,0.706863597530713,0.773018988697796,0.00507261425719203,0.0159438,354.0001914,"No",73.2410540795095,49.2861331058029,70.4286671412754,49.2861331058029,49.2861331058029,10.3208809528193
"Velika Kladuša","Velika Kladuša",350.811901830945,94.2220605217329,52908,48305,740,2266,993,604,0.912999924397067,0.0139865426778559,0.0428290617675966,0.0187684282150147,0.0114160429424662,0.163918606208852,0.299774752510415,0.0120876401891418,0.0203561,1077.0005388,"Yes",0,221.589485713694,284.032242270425,221.589485713694,0,14.1445258474751
"Visoko","Visoko",293.000411490812,97.3954763723591,46160,34373,1872,7471,1464,980,0.744649046793761,0.0405545927209705,0.161850086655113,0.0317157712305026,0.0212305025996534,0.416201047182732,0.666166036109719,0.0105459565874875,0.0143847,663.997752,"Yes",80.7164106042104,73.824748960079,67.3728494057921,67.372849405792,67.372849405792,10.6886250857726
"Vitez","Vitez",151.100880525903,54.254431770761,27859,11514,12675,1501,1377,792,0.413295523888151,0.454969668688754,0.053878459384759,0.0494274740658315,0.0284288739725044,0.616035246053716,0.875563017615194,0.00636481379052888,0.0358233,998.0013147,"No",72.5248161398812,101.483065996233,109.137026944843,101.483065996233,72.5248161398812,18.0129403009271
"Višegrad","Višegrad",469.5121911515,106.236261475606,21199,13471,32,6743,319,634,0.635454502570876,0.00150950516533799,0.318081041558564,0.0150478796169631,0.0299070710882589,0.493898875975531,0.869163481106353,0.0048432351321089,0.0830228,1760.0003372,"No",102.506383989577,0,17.3050554302496,0,0,15.0060494008255
"Vlasenica","Vlasenica",483.15716226466,111.694308167499,33942,18727,39,14359,340,477,0.551735313181309,0.00114901891461906,0.423045194743975,0.010017087973602,0.0140533851864946,0.516321747461618,0.960033880922474,0.00775456799160527,0.0864416,2934.0007872,"No",61.8402583346309,3.59053460873044,51.917085914026,3.59053460873044,3.59053460873044,0
"Vogošća","Sarajevo Vogošća",70.4847992002451,41.878432818228,24647,12499,1071,8813,1730,534,0.5071205420538,0.0434535643283158,0.357568872479409,0.0701910983081105,0.0216659228303647,0.607688842514239,0.862956614620637,0.00563098336247408,0.0288473,710.9994031,"No",91.7408825616456,63.8298391812008,58.3205258954239,58.3205258954237,58.3205258954237,4.03407727375236
"Vukosavlje","Odžak",203.836237065018,69.1463271573744,30056,6220,16338,5667,1147,684,0.206947032206548,0.543585307426138,0.18854804365185,0.0381620974181528,0.0227575192973117,0.624163324282473,0.798328509873085,0.00686675197559625,0.0092494,277.9999664,"No",0,45.971606329512,166.382259858979,45.971606329512,0,0
"Zavidovići","Zavidovići",553.850181436845,118.926785781614,57164,34198,7576,11640,2726,1024,0.598243649849556,0.132530963543489,0.203624658876216,0.047687355678399,0.0179133720523406,0.580482104624578,0.778097156931156,0.0130599883528408,0.0156217,892.9988588,"No",58.9414874805371,47.155985869668,93.0522926108538,47.155985869668,47.155985869668,7.99726604192458
"Zenica","Zenica",503.326228760109,103.745309971747,145517,80359,22510,22433,15654,4561,0.552231010809734,0.15468983005422,0.154160682257056,0.10757505995863,0.0313434169203598,0.634791647914549,0.752638082313868,0.0332455798254206,0.009827,1429.995559,"No",73.8755673580021,82.7437325589725,99.3696428075682,82.7437325589725,73.8755673580021,2.78569277041679
"Zvornik","Zvornik",471.142764766818,138.117228659431,81295,48102,122,30863,1248,960,0.591696906328803,0.00150070730057199,0.379642044406175,0.0153514976320807,0.0118088443323698,0.505389319753608,0.93092860698823,0.018573083639077,0.0507657,4126.9975815,"No",29.255698653921,0,78.7226734552482,0,0,0
"Čajniče","Čajniče",234.740784938321,82.8746554356133,8956,4024,5,4709,77,141,0.449307726663689,0.000558284948637785,0.525792764627066,0.00859758820902188,0.0157436355515855,0.521342443160658,0.970353182808759,0.00204613490462603,0.0320456,287.0003936,"No",110.361626884814,0,0,0,0,4.86246757862822
"Čapljina","Čapljina",289.506629696803,103.896645218107,27882,7672,14969,3753,1047,441,0.275159601176386,0.536869665016857,0.134602969657844,0.0375511082418765,0.0158166559070368,0.616279944890155,0.822599538761154,0.0063700684916015,0.0085718,238.9989276,"No",0,112.361569092821,51.9446536062566,51.9446536062566,0,3.11989121053369
"Čelinac","Čelinac",365.092384392457,102.203046580863,18713,1446,76,16554,377,260,0.0772724843691551,0.00406134772617966,0.884625661304975,0.020146422273286,0.0138940843264041,0.210850984065118,0.385607080752194,0.00427527048573771,0.0129856,242.9995328,"Yes",34.1218746843303,110.124512828022,164.552236397084,110.124512828022,34.1218746843303,19.3131783171693
"Čelić","Lopare",430.130064239132,94.339908431404,32537,11990,1263,18243,583,458,0.368503549804838,0.0388173464056305,0.560684758889879,0.0179180625134462,0.0140762823862065,0.547811749857805,0.903277277603523,0.0074335742956473,0.016535,537.999295,"No",8.7580615057576,13.0557543991887,110.655432898667,13.0557543991887,8.7580615057576,0
"Čitluk","Čitluk",181.959061051478,61.7916860882766,15083,111,14823,19,17,113,0.00735927865809189,0.982762049990055,0.00125969634688059,0.00112709673141948,0.00749187827355301,0.0340656086949831,0.0670444010770331,0.00344594157731961,0.0023205,35.0001015,"Yes",5.5812036993974,116.231086964071,62.4816568433886,62.4816568433886,5.5812036993974,9.44858226736763
"Šamac","Bosanski Šamac",192.703975582829,93.8399428147754,32960,2233,14731,13628,1755,613,0.067748786407767,0.44693567961165,0.413470873786408,0.053246359223301,0.0185983009708738,0.621519365191111,0.87219993823053,0.00753021510233073,0.0188714,622.001344,"No",0,28.3925912505513,155.340100821355,28.3925912505513,0,0
"Šekovići","Šekovići",254.669690006658,75.5242643137093,9629,326,10,9030,129,134,0.0338560598192959,0.00103852944230969,0.93779208640565,0.013397029805795,0.0139162945269498,0.11902554768407,0.224742182566174,0.00219989202731622,0.0196282,188.9999378,"Yes",52.4767991710442,6.65773906243044,73.9691953117172,6.65773906243054,6.65773906243054,0
"Šipovo","Šipovo",477.214081946568,100.192484289376,15579,2965,31,12333,155,95,0.190320302971949,0.00198985814237114,0.791642595802041,0.0099492907118557,0.00609795237178253,0.336940049844247,0.640176608952132,0.00355926034827702,0.0121959,189.9999261,"Yes",36.8754328478688,147.368650522223,147.216923828273,147.216923828273,36.8754328478688,0.0787665579337847
"Široki Brijeg","Široki Brijeg",401.380057723587,103.498003888471,27160,9,26864,148,20,119,0.000331369661266568,0.989101620029455,0.00544918998527246,0.000736377025036819,0.00438144329896907,0.0216284424812542,0.0428456858847247,0.00620511657097399,0.0018757,50.944012,"Yes",8.96381536413674,119.005229541096,71.8301704965085,71.8301704965085,8.96381536413674,18.7073036840034
"Žepče","Žepče",215.999582280115,62.1529342906608,22966,10820,9100,2278,546,222,0.471131237481494,0.396237916920665,0.0991901071148655,0.0237742750152399,0.00966646346773491,0.610533536245596,0.886762463001797,0.00524693325364465,0.0144126,330.9997716,"No",66.2866202500579,79.6213827702462,112.722639557362,79.6213827702462,66.2866202500579,0
"Živinice","Živinice",254.687934354389,81.8057774900096,54783,44017,3976,3525,2130,1135,0.80347918149791,0.0725772593687823,0.0643447784896775,0.0388806746618477,0.0207181059817827,0.343072549025447,0.550007834656326,0.0125160125591925,0.0067357,369.0018531,"Yes",40.6043856884861,20.5556105865153,89.3181719362026,20.5556105865153,20.5556105865153,1.5871365361478
