"municipality","community","total","muslims","serbs","croats","yugoslavs","others","muslims_percent","serbs_percent","croats_percent","yugoslavs_percent","others_percent","population_percent_of_municipality","fractionalization","polarization"
"Zavidovići","Vozuća",4446,2051,2296,13,50,36,0.461313540260909,0.516419253261359,0.00292397660818713,0.0112460638776428,0.00809716599190283,0.0777762227975649,0.520300384743882,0.975208656481451
"Zavidovići","Četrnaesti April",5672,2599,1416,471,824,362,0.458215796897038,0.249647390691114,0.0830394922425952,0.145275035260931,0.0638222849083216,0.099223287383668,0.695640786602239,0.754775534144801
"Zenica","Abid Lolić",1475,1411,63,0,0,1,0.956610169491525,0.0427118644067797,0,0,0.000677966101694915,0.0101362727378932,0.0830722206262567,0.165812032272043
"Zenica","Arnauti",1132,1042,78,1,8,3,0.920494699646643,0.068904593639576,0.00088339222614841,0.00706713780918728,0.00265017667844523,0.00777915982325089,0.147883916642735,0.287374983934613
"Zenica","Babino",1105,1030,73,0,0,2,0.932126696832579,0.0660633484162896,0,0,0.00180995475113122,0.00759361449177759,0.126772179111812,0.252206886859114
"Zenica","Banloz",1246,821,214,118,67,26,0.658908507223114,0.171749598715891,0.0947030497592295,0.0537720706260032,0.0208667736757624,0.00856257344502704,0.524046128993195,0.735206779784916
"Zenica","Bilmišće",723,545,29,21,114,14,0.753803596127248,0.0401106500691563,0.029045643153527,0.157676348547718,0.0193637621023513,0.00496849165389611,0.404090838656359,0.654266264560544
"Zenica","Bistričak",665,594,53,0,9,9,0.893233082706767,0.0796992481203008,0,0.0135338345864662,0.0135338345864662,0.00456991279369421,0.195416360449997,0.365570868774061
"Zenica","Bratstvo",5503,2199,1047,775,1121,361,0.399600218062875,0.190259858259131,0.14083227330547,0.203707068871525,0.0656005815009995,0.0378168873739838,0.738487116653434,0.717154896292226
"Zenica","Briznik",1216,1214,0,0,1,1,0.998355263157895,0,0,0.000822368421052632,0.000822368421052632,0.00835641196561226,0.00328541594529097,0.00656272976056793
"Zenica","Broda",2489,744,256,1110,307,72,0.298915226998795,0.102852551225392,0.445962233828847,0.123342707914825,0.0289272800321414,0.0171045307421126,0.685138514647252,0.785882414185237
"Zenica","Centar",3453,1634,625,427,553,214,0.47321169997104,0.181002027222705,0.123660584998552,0.160150593686649,0.0619750941210542,0.0237291862806407,0.698527887920106,0.733358293188005
"Zenica","Dobriljevo",968,450,25,442,41,10,0.464876033057851,0.0258264462809917,0.456611570247934,0.0423553719008264,0.0103305785123967,0.00665214373578345,0.572828444095349,0.925648719900133
"Zenica","Donja Vraca",979,961,0,1,16,1,0.981613891726251,0,0.00102145045965271,0.0163432073544433,0.00102145045965271,0.00672773627823553,0.03616498042133,0.0719241818540612
"Zenica","Donje Babino",1254,821,90,274,46,23,0.654704944178628,0.0717703349282297,0.218500797448166,0.036682615629984,0.018341307814992,0.00861754983953765,0.516785838745043,0.766901439914758
"Zenica","Dr Mujbegović",3584,1694,734,357,638,161,0.47265625,0.204799107142857,0.099609375,0.178013392857143,0.044921875,0.0246294247407519,0.691024624571508,0.752289143143868
"Zenica","Drivuša",922,15,774,75,43,15,0.0162689804772234,0.839479392624729,0.0813449023861171,0.0466377440347072,0.0162689804772234,0.00633602946734746,0.285952917594026,0.487184438611201
"Zenica","Dvadesetdeveti Novembar",2002,758,361,344,418,121,0.378621378621379,0.18031968031968,0.171828171828172,0.208791208791209,0.0604395604395604,0.0137578427262794,0.747359034571822,0.712419604216119
"Zenica","Dvadesetpeti Maj - Tišina",2031,1500,482,1,42,6,0.738552437223043,0.237321516494338,0.000492368291482029,0.0206794682422452,0.00295420974889217,0.0139571321563804,0.397782185092174,0.743968194437935
"Zenica","Dvanaesti April",4821,2362,724,748,745,242,0.489939846504874,0.150176311968471,0.155154532254719,0.154532254718938,0.0501970545529973,0.0331301497419546,0.686933131216833,0.738090021285275
"Zenica","Džemal Drinić",2681,1184,377,593,295,232,0.441626258858635,0.140619171950765,0.22118612458038,0.110033569563596,0.0865348750466244,0.0184239642103672,0.716673523229278,0.72645003802599
"Zenica","Gornja Gračanica",1027,979,39,0,3,6,0.953261927945472,0.0379746835443038,0,0.00292112950340798,0.00584225900681597,0.00705759464529917,0.0898069551515128,0.17560411598753
"Zenica","Gornja Zenica",1193,846,9,308,23,7,0.709136630343671,0.00754400670578374,0.258172673931266,0.019279128248114,0.00586756077116513,0.00819835483139427,0.430009084847416,0.784672752844426
"Zenica","Gornje Crkvice",658,164,24,377,76,17,0.249240121580547,0.0364741641337386,0.572948328267477,0.115501519756839,0.0258358662613982,0.00452180844849743,0.594271117229146,0.802230691509089
"Zenica","Gradišće",2760,2520,79,111,44,6,0.91304347826087,0.0286231884057971,0.0402173913043478,0.0159420289855072,0.00217391304347826,0.0189668561061594,0.163656007141357,0.300376810452682
"Zenica","Ibrahim Malkoč",2528,1926,380,35,150,37,0.761867088607595,0.150316455696203,0.0138449367088608,0.0593354430379747,0.0146360759493671,0.0173725406653518,0.393036910651338,0.644530986566859
"Zenica","Ibrahim Perviz",6706,2501,1511,1056,1326,312,0.372949597375485,0.225320608410379,0.15747092156278,0.197733373098718,0.0465254995526394,0.0460839626985163,0.74407902115959,0.723483611903378
"Zenica","Janjac",730,0,178,534,8,10,0,0.243835616438356,0.731506849315068,0.010958904109589,0.0136986301369863,0.00501659599909289,0.405134171514355,0.755734088741623
"Zenica","Janjići",1919,1684,181,12,23,19,0.877540385617509,0.0943199583116206,0.00625325690463783,0.0119854090672225,0.0099009900990099,0.0131874626332319,0.220745834217003,0.410553417626711
"Zenica","Jedinstvo",3128,1044,710,504,709,161,0.333759590792839,0.226982097186701,0.161125319693095,0.226662404092072,0.0514705882352941,0.0214957702536473,0.757097227582237,0.71225915466179
"Zenica","Josip Jovanović",1032,680,84,67,164,37,0.65891472868217,0.0813953488372093,0.064922480620155,0.158914728682171,0.0358527131782946,0.0070919548918683,0.528451940989123,0.722383022179738
"Zenica","Klopče",4672,3112,563,564,327,106,0.666095890410959,0.120505136986301,0.120719178082192,0.0699914383561644,0.0226883561643836,0.0321062143941945,0.521808093832098,0.715169085094786
"Zenica","Koprivna",1384,1373,2,0,4,5,0.992052023121387,0.00144508670520231,0,0.00289017341040462,0.00361271676300578,0.00951091625033501,0.0158092903204249,0.0313822282822719
"Zenica","Kovanići",549,236,299,4,7,3,0.429872495446266,0.544626593806922,0.00728597449908925,0.0127504553734062,0.00546448087431694,0.00377275507329041,0.518345990889214,0.962675888301088
"Zenica","Lašva",1177,837,135,152,35,18,0.711129991503823,0.114698385726423,0.129141886151232,0.0297366185216653,0.0152931180968564,0.00808840204237306,0.4633426427946,0.69336863210603
"Zenica","Lokvine",3138,2362,88,543,70,75,0.752708731676227,0.0280433397068196,0.173040152963671,0.0223072020395156,0.0239005736137667,0.0215644907467856,0.401631393136864,0.666711852650883
"Zenica","Lukovo Polje",1381,892,143,67,168,111,0.645908761766836,0.103548153511948,0.0485155684286749,0.121650977552498,0.0803765387400434,0.00949030010239353,0.548466542677834,0.714069995926831
"Zenica","Mladost",4739,3423,421,448,369,78,0.722304283604136,0.0888373074488289,0.0945347119645495,0.0778645283815151,0.0164591686009707,0.0325666416982208,0.455113853915027,0.664082206155017
"Zenica","Mošćanica",834,784,47,0,0,3,0.940047961630695,0.0563549160671463,0,0,0.00359712230215827,0.00573128912773078,0.113121013980183,0.223955280162806
"Zenica","Neđo Radić",2117,459,1184,382,77,15,0.216816249409542,0.559282002834199,0.180444024563061,0.0363722248464809,0.00708549834671705,0.0145481283973694,0.606261166270127,0.810725371969743
"Zenica","Novo Radakovo",5175,2320,1198,546,859,252,0.448309178743961,0.231497584541063,0.105507246376812,0.165990338164251,0.048695652173913,0.0355628551990489,0.704371910663026,0.749026960100197
"Zenica","Nurija Pozderac",2589,1073,546,394,463,113,0.414445731942835,0.210892236384705,0.152182309772113,0.178833526458092,0.0436461954422557,0.0177917356734952,0.72671332393743,0.733571172569836
"Zenica","Orahovica",2535,2520,2,0,10,3,0.994082840236686,0.000788954635108481,0,0.00394477317554241,0.00118343195266272,0.0174206450105486,0.0117817225509534,0.0234594481686673
"Zenica","Osmi Mart",3944,1720,776,503,771,174,0.436105476673428,0.196754563894523,0.127535496957404,0.195486815415821,0.0441176470588235,0.0271033624937293,0.71467289003452,0.740549737158695
"Zenica","Pepelari",391,386,0,3,2,0,0.987212276214834,0,0.00767263427109974,0.0051150895140665,0,0.00268697128170592,0.0253268882333318,0.0501888443698859
"Zenica","Pionirska",4155,1726,910,622,700,197,0.41540312876053,0.219013237063779,0.149699157641396,0.168471720818291,0.0474127557160048,0.0285533648989465,0.726432914688203,0.732547422383738
"Zenica","Podbrežje",1961,286,115,1246,234,80,0.145843957164712,0.058643549209587,0.63539010708822,0.119326874043855,0.0407955124936257,0.0134760887044125,0.555666709400365,0.730969588412263
"Zenica","Pojske",2664,1750,2,905,5,2,0.656906906906907,0.000750750750750751,0.339714714714715,0.00187687687687688,0.000750750750750751,0.0183071393720321,0.45306257834411,0.897037634735214
"Zenica","Prvi Maj",8982,2949,2206,1787,1674,366,0.328323313293253,0.245602315742596,0.198953462480517,0.186372745490982,0.040748162992652,0.061724746936784,0.755905611167906,0.71788471879726
"Zenica","Puhovac",648,642,0,0,0,6,0.990740740740741,0,0,0,0.00925925925925926,0.00445308795535917,0.0183470507544583,0.0366941015089166
"Zenica","Raspotočje",2817,986,638,845,245,103,0.350017749378772,0.226482073127441,0.299964501242456,0.0869719559815406,0.0365637202697906,0.0193585629170475,0.727313716898858,0.761961575895369
"Zenica","Sebuja",459,348,108,2,0,1,0.758169934640523,0.235294117647059,0.00435729847494553,0,0.00217864923747277,0.00315427063504608,0.369791295845378,0.725477817918383
"Zenica","Seoci",1439,1431,0,2,4,2,0.994440583738707,0,0.00138985406532314,0.00277970813064628,0.00138985406532314,0.00988887896259544,0.0110763352474813,0.0220373487466019
"Zenica","Slavko Rodić",5347,2407,1124,701,920,195,0.450158967645409,0.210211333458014,0.131101552272302,0.17205909855994,0.0364690480643351,0.036744847681027,0.705046157262038,0.748190906003388
"Zenica","Staro Radakovo",7543,3301,1463,1361,1106,312,0.437624287418799,0.193954659949622,0.180432188784303,0.146626010871006,0.0413628529762694,0.0518358679741886,0.71510072552524,0.738776675493665
"Zenica","Stranjani",1984,1098,18,837,18,13,0.553427419354839,0.00907258064516129,0.421875,0.00907258064516129,0.00655241935483871,0.0136341458386305,0.515532018242716,0.959506857531624
"Zenica","Tetovo",1345,1003,118,80,120,24,0.745724907063197,0.087732342007435,0.0594795539033457,0.0892193308550186,0.0178438661710037,0.0092429063270958,0.42438108926079,0.637262041738374
"Zenica","Todor Butina",692,140,463,54,20,15,0.202312138728324,0.66907514450867,0.0780346820809249,0.0289017341040462,0.0216763005780347,0.00475545812516751,0.504013665675432,0.750707720217231
"Zenica","Topčić Polje",2517,2374,58,3,53,29,0.943186332936035,0.0230433055224474,0.00119189511323004,0.021056813667064,0.0115216527612237,0.0172969481228997,0.109290988935154,0.206507653223962
"Zenica","Vladimir Nazor",457,253,0,190,14,0,0.553610503282276,0,0.415754923413567,0.0306345733041575,0,0.00314052653641843,0.519724777231397,0.954837000585254
"Zenica","Vranduk",913,801,103,1,1,7,0.877327491785323,0.112814895947426,0.00109529025191676,0.00109529025191676,0.0076670317634173,0.00627418102352302,0.217508088712512,0.423094298549019
"Zenica","Vukotić",1214,1211,0,0,1,2,0.997528830313015,0,0,0.000823723228995058,0.00164744645799012,0.00834266786698461,0.00493284009455841,0.00984943595183618
"Zenica","Zmajevac",1621,820,229,278,236,58,0.505860579888957,0.141270820481184,0.171499074645281,0.145589142504627,0.0357803824799506,0.0111395919377117,0.672259262205149,0.749193258003396
"Zenica","Čajdraš",1681,225,16,1373,35,32,0.133848899464604,0.00951814396192742,0.816775728732897,0.0208209399167162,0.0190362879238548,0.0115519148965413,0.314075394203544,0.554481219436464
"Zenica","Četvrti Juli",2523,1788,258,326,116,35,0.708680142687277,0.102259215219976,0.129211256440745,0.0459770114942529,0.0138723741577487,0.0173381804187827,0.468313631121624,0.689764996247983
"Zvornik","Baljkovica",939,466,468,2,0,3,0.496272630457934,0.498402555910543,0.00212992545260916,0,0.00319488817891374,0.0115505258625992,0.505293624627291,0.994701326069497
"Zvornik","Divič",1388,1360,4,4,7,13,0.979827089337176,0.00288184438040346,0.00288184438040346,0.00504322766570605,0.00936599423631124,0.0170736207638846,0.0398091089536498,0.0779839824509755
"Zvornik","Drinjača",2081,1535,530,1,8,7,0.737626141278232,0.254685247477174,0.000480538202787122,0.00384430562229697,0.00336376741950985,0.025598130266314,0.391016775886542,0.764505428197094
"Zvornik","Dvadesetsedmi Juli",1298,1087,45,0,24,142,0.837442218798151,0.0346687211093991,0,0.0184899845916795,0.10939907550077,0.015966541607725,0.285178572700445,0.504631892201392
"Zvornik","Filip Kljajić - Fića, Peti",7337,4139,2319,50,629,200,0.564127027395393,0.316069238108219,0.00681477443096633,0.0857298623415565,0.0272590977238653,0.0902515529860385,0.573721824827361,0.858099554007346
"Zvornik","Filip Kljajić - Fićo",197,197,0,0,0,0,1,0,0,0,0,0.00242327326403838,0,0
"Zvornik","Glumina",3176,2587,553,0,7,29,0.814546599496222,0.17411838790932,0,0.00220403022670025,0.00913098236775819,0.0390675933329233,0.306108391652761,0.592686617640156
"Zvornik","Goduš",1150,1143,0,0,2,5,0.993913043478261,0,0,0.00173913043478261,0.00434782608695652,0.0141460114398179,0.0121149338374292,0.0241396827484183
"Zvornik","Grbavci",1997,1107,873,1,2,14,0.554331497245869,0.437155733600401,0.000500751126690035,0.00100150225338007,0.00701051577366049,0.0245648563872317,0.501561054651582,0.978236087602165
"Zvornik","Jardan",2502,1150,1329,1,20,2,0.459632294164668,0.531175059952038,0.000399680255795364,0.00799360511590727,0.000799360511590727,0.0307768005412387,0.506526513401589,0.986003153265275
"Zvornik","Jasenica",950,0,928,0,0,22,0,0.976842105263158,0,0,0.0231578947368421,0.0116858355372409,0.0452432132963989,0.0904864265927979
"Zvornik","Kamenica Donja",2651,2531,68,1,17,34,0.95473406261788,0.025650697849868,0.000377216144851,0.00641267446246699,0.012825348924934,0.0326096315886586,0.0876191571161448,0.168420557683948
"Zvornik","Kamenica Gornja",1609,1291,306,0,9,3,0.80236171535115,0.190180236171535,0,0.00559353635798633,0.00186451211932878,0.0197921151362322,0.320012391454068,0.62624398332039
"Zvornik","Karakaj",1543,826,626,4,43,44,0.535320803629294,0.405703175631886,0.00259235255994815,0.0278677900194426,0.0285158781594297,0.0189802570883818,0.547240081164324,0.930129294159513
"Zvornik","Kiseljak",580,16,532,0,10,22,0.0275862068965517,0.917241379310345,0,0.0172413793103448,0.0379310344827586,0.0071345101174734,0.156171224732461,0.288175160933208
"Zvornik","Kozluk",3017,2565,302,3,76,71,0.85018230029831,0.100099436526351,0.000994365263506795,0.0251905866755055,0.0235333112363275,0.0371117534903746,0.265980787909503,0.473867944694368
"Zvornik","Križevići",2931,2363,561,0,3,4,0.806209484817468,0.191402251791198,0,0.00102354145342886,0.00136472193790515,0.0360538778522664,0.313388534496536,0.622337942837356
"Zvornik","Kula Grad",1120,1118,0,1,0,1,0.998214285714286,0,0.000892857142857143,0,0.000892857142857143,0.0137769850544314,0.0035666454081632,0.00712374157252182
"Zvornik","Liješanj",640,20,601,0,14,5,0.03125,0.9390625,0,0.021875,0.0078125,0.00787256288824651,0.1166455078125,0.220846710205078
"Zvornik","Liplje",2038,1992,37,0,0,9,0.977428851815505,0.0181550539744848,0,0,0.00441609421000981,0.02506919244726,0.0442837317657346,0.0876270859335396
"Zvornik","Lokanj",2308,0,2299,1,1,7,0,0.996100519930676,0.000433275563258232,0.000433275563258232,0.00303292894280763,0.028390429915739,0.00777418008043751,0.0155146941073142
"Zvornik","Malešići",4671,3396,1255,1,6,13,0.72703917790623,0.268679083707985,0.000214086919289231,0.00128452151573539,0.00278312995076001,0.0574574082046866,0.399216142126214,0.788342405016645
"Zvornik","Međeđa",1078,1077,0,0,0,1,0.999072356215213,0,0,0,0.000927643784786642,0.0132603481148902,0.00185356652359037,0.00370713304718051
"Zvornik","Nezuk",989,901,83,0,5,0,0.911021233569262,0.0839231547017189,0,0.00505561172901921,0,0.0121655698382434,0.162971656880897,0.321304945151801
"Zvornik","Novo Selo",1262,1066,186,0,7,3,0.844690966719493,0.147385103011094,0,0.00554675118858954,0.00237717908082409,0.0155237099452611,0.264738384723768,0.517481932216647
"Zvornik","Pađine",560,0,553,1,1,5,0,0.9875,0.00178571428571429,0.00178571428571429,0.00892857142857143,0.0068884925272157,0.0247576530612245,0.0490993075801749
"Zvornik","Peti Juli",4406,2802,1245,22,248,89,0.635950975941897,0.282569223785747,0.00499319110304131,0.0562868815251929,0.0201997276441217,0.0541976751337721,0.512119815981549,0.831726699936904
"Zvornik","Petkovci I",3085,2686,388,1,2,8,0.87066450567261,0.125769854132901,0.000324149108589951,0.000648298217179903,0.00259319286871961,0.0379482132972508,0.226118012340782,0.447517957904808
"Zvornik","Petkovci II",877,871,6,0,0,0,0.993158494868871,0.00684150513112885,0,0,0,0.0107878713328003,0.0135893978773391,0.0271787957546781
"Zvornik","Pilica",2408,3,2378,5,6,16,0.00124584717607973,0.987541528239203,0.00207641196013289,0.00249169435215947,0.00664451827242525,0.0296205178670275,0.0247055082173486,0.0488235220941181
