"municipality","community","total","muslims","serbs","croats","yugoslavs","others","muslims_percent","serbs_percent","croats_percent","yugoslavs_percent","others_percent","population_percent_of_municipality","fractionalization","polarization"
"Mostar","Bijeli Brijeg 2",4157,1055,658,1788,552,104,0.253788789992783,0.158287226365167,0.430117873466442,0.132788068318499,0.0250180418571085,0.0328284423666172,0.707276445462205,0.761928016884404
"Mostar","Blagaj",4011,3067,390,478,40,36,0.764647220144602,0.0972326103216156,0.119172276240339,0.0099725754176016,0.00897531787584144,0.0316754588242727,0.391478408199441,0.635320360482662
"Mostar","Brankovac",5066,2539,1054,555,716,202,0.501184366363995,0.208053691275168,0.109553888669562,0.141334386103435,0.0398736675878405,0.0400069494898443,0.671960519874335,0.755766950884601
"Mostar","Buna",3494,1157,1295,862,102,78,0.331139095592444,0.370635374928449,0.246708643388666,0.0291929021179164,0.0223239839725243,0.0275926335407651,0.690760577704718,0.827850531205732
"Mostar","Carina",6372,2661,1179,1558,780,194,0.417608286252354,0.185028248587571,0.24450721908349,0.12241054613936,0.0304456999372254,0.0503206241905424,0.715672803843242,0.754732570622393
"Mostar","Cernica",3211,1208,442,757,627,177,0.376206789162255,0.137651821862348,0.235752102148863,0.195266272189349,0.0551230146371847,0.0253577407840288,0.742773910261179,0.722628265192115
"Mostar","Cim",3168,18,19,3054,55,22,0.00568181818181818,0.00599747474747475,0.964015151515151,0.0173611111111111,0.00694444444444444,0.0250181634393657,0.0702569014003673,0.135414185502919
"Mostar","Donja Mahala",2638,1596,170,380,416,76,0.605003790750569,0.064442759666414,0.144048521607278,0.157695223654284,0.0288097043214556,0.0208326752377041,0.583369784700312,0.751915436883671
"Mostar","Drežnica",3076,2168,33,827,16,32,0.70481144343303,0.0107282184655397,0.268855656697009,0.00520156046814044,0.0104031209362809,0.0242916258647377,0.430707089239906,0.798940279392399
"Mostar","Gnojnice",3020,1553,529,799,61,78,0.514238410596026,0.175165562913907,0.264569536423841,0.0201986754966887,0.0258278145695364,0.0238493856019206,0.633803780535941,0.825165086868794
"Mostar","Goranci",800,0,148,650,0,2,0,0.185,0.8125,0,0.0025,0.00631771804024386,0.3056125,0.606715625
"Mostar","Ilići",2915,142,9,2684,57,23,0.0487135506003431,0.00308747855917667,0.920754716981132,0.0195540308747856,0.00789022298456261,0.0230201851091386,0.149383592878852,0.279547448703703
"Mostar","Jasenica",2071,453,9,1498,66,45,0.218734910671173,0.00434572670207629,0.723322066634476,0.0318686624818928,0.0217286335103815,0.0163549925766813,0.427453596270122,0.734399922518396
"Mostar","Kruševo",1742,124,0,1606,0,12,0.0711825487944891,0,0.921928817451205,0,0.0068886337543054,0.013756831032631,0.144932847025141,0.284440874878761
"Mostar","Luka 1",3971,1871,1680,149,226,45,0.471165953160413,0.42306723747167,0.0375220347519516,0.0569126164694032,0.0113321581465626,0.0313595729222605,0.594241390346951,0.900797295732761
"Mostar","Luka 2",3848,2042,731,516,341,218,0.530665280665281,0.189968814968815,0.134095634095634,0.0886174636174636,0.0566528066528067,0.030388223773573,0.65326197479264,0.748620237495307
"Mostar","Podhum",4553,1638,570,1634,578,133,0.359762793762354,0.125192180979574,0.358884252141445,0.126949264221392,0.0292115088952339,0.0359557127965379,0.70913031567247,0.776197224488245
"Mostar","Podvelež",3219,3188,0,4,1,26,0.990369680024852,0,0.0012426219322771,0.000310655483069276,0.00807704255980118,0.0254209179644312,0.0191010176548627,0.0380483093746903
"Mostar","Polog",1193,202,35,945,3,8,0.169321039396479,0.0293378038558256,0.792120704107293,0.00251466890192791,0.00670578373847443,0.00942129702751366,0.342963177911947,0.620546487399319
"Mostar","Potoci",9517,3472,3213,2567,163,102,0.364820846905537,0.337606388567826,0.269727855416623,0.0171272459808763,0.0107176631291373,0.0751571532362511,0.679766349215827,0.854274282533189
"Mostar","Raška Gora",73,0,47,26,0,0,0,0.643835616438356,0.356164383561644,0,0,0.000576491771172253,0.458622630887596,0.917245261775192
"Mostar","Raštani",1451,380,659,326,60,26,0.261888352860096,0.454169538249483,0.224672639558925,0.0413507925568573,0.0179186767746382,0.0114587610954923,0.672635759173668,0.817214079951534
"Mostar","Rodoč 1",2897,427,154,2092,183,41,0.147393855712806,0.0531584397652744,0.722126337590611,0.0631687953054884,0.0141525716258198,0.0228780364532331,0.449792192153834,0.680143659712122
"Mostar","Rodoč 2",1602,447,279,643,195,38,0.279026217228464,0.174157303370787,0.401373283395755,0.121722846441948,0.0237203495630462,0.0126512303755883,0.715333984828577,0.764726560343105
"Mostar","Rondo",2598,829,312,863,499,95,0.319091608929946,0.120092378752887,0.332178598922248,0.192070823710547,0.0365665896843726,0.0205167893356919,0.735187427292031,0.747211082299156
"Mostar","Rudnik",4459,816,693,2292,557,101,0.183000672796591,0.15541601255887,0.514016595649249,0.124915900426105,0.0226508185691859,0.0352133809268092,0.662026514432334,0.761281146718733
"Mostar","Slipčići",195,0,26,167,0,2,0,0.133333333333333,0.856410256410256,0,0.0102564102564103,0.00153994377230944,0.248678500986193,0.483303090072321
"Mostar","Vihovići",1768,24,151,1521,46,26,0.0135746606334842,0.0854072398190045,0.860294117647059,0.0260180995475113,0.0147058823529412,0.0139621568689389,0.25152215863721,0.444490964586259
"Mostar","Vrapčići",3464,802,1952,485,148,77,0.231524249422633,0.5635103926097,0.140011547344111,0.0427251732101617,0.0222286374133949,0.0273557191142559,0.606929773213362,0.795546975976863
"Mostar","Zahum",6137,1388,460,3603,576,110,0.226169138015317,0.0749551898321656,0.587094671663679,0.0938569333550595,0.0179240671337787,0.0484647945162207,0.589418690909317,0.781594561286616
"Mostar","Zgoni",4361,1441,879,1178,741,122,0.330428800733777,0.201559275395551,0.270121531758771,0.169915157074066,0.0279752350378354,0.0344394604668794,0.747571249849027,0.734103082577228
"Mostar","Zijemlje",153,57,95,0,1,0,0.372549019607843,0.620915032679739,0,0.0065359477124183,0,0.00120826357519664,0.475629031569055,0.93311521712363
"Mostar","Četrnaesti Februar",12849,3495,2863,3271,2714,506,0.272005603548914,0.222818896412172,0.254572340259942,0.211222663242276,0.0393804965366955,0.101470448873867,0.765391777639592,0.709751586818709
"Mostar","Četvrti Juli",1602,493,369,384,286,70,0.307740324594257,0.230337078651685,0.239700374531835,0.17852684144819,0.0436953807740325,0.0126512303755883,0.761003333847672,0.712344506267202
"Mostar","Žitomislići",529,242,267,6,11,3,0.457466918714556,0.504725897920605,0.0113421550094518,0.0207939508506616,0.0056710775047259,0.00417759105411126,0.535382592257746,0.961167626047762
"Mrkonjić Grad","Baljvine",1140,699,438,0,1,2,0.613157894736842,0.384210526315789,0,0.00087719298245614,0.00175438596491228,0.0416134331082314,0.476415820252385,0.945373799225673
"Mrkonjić Grad","Baraći",1029,0,1022,6,0,1,0,0.993197278911565,0.00583090379008746,0,0.00097181729834791,0.0375615988319036,0.0135242212947931,0.0269809062889692
"Mrkonjić Grad","Bjelajce",3608,1103,1310,1153,23,19,0.305709534368071,0.363082039911308,0.319567627494457,0.00637472283813747,0.00526607538802661,0.131702865486403,0.672521275706609,0.873629120256545
"Mrkonjić Grad","Gerzovo",868,0,861,0,1,6,0,0.991935483870968,0,0.00115207373271889,0.00691244239631336,0.0316846139806534,0.0160148867039012,0.0319349803631969
"Mrkonjić Grad","Gornja Pecka",690,0,685,0,0,5,0,0.992753623188406,0,0,0.0072463768115942,0.0251870779339296,0.0143877336693972,0.0287754673387945
"Mrkonjić Grad","Majdan",1774,1,1123,605,34,11,0.00056369785794814,0.633032694475761,0.341037204058625,0.0191657271702368,0.00620067643742954,0.0647563423982479,0.482557141931113,0.896381354637466
"Mrkonjić Grad","Medna",934,0,929,0,1,4,0,0.994646680942184,0,0.00107066381156317,0.00428265524625268,0.034093812739551,0.0106584926337414,0.021262256417466
"Mrkonjić Grad","Mrkonjić Grad",11225,1469,8645,372,511,228,0.13086859688196,0.770155902004454,0.0331403118040089,0.0455233853006681,0.0203118040089087,0.409746304070086,0.386150068700056,0.61863648171841
"Mrkonjić Grad","Pecka",284,0,283,0,1,0,0,0.996478873239437,0,0.00352112676056338,0,0.0103668552655594,0.00701745685379884,0.0140349137075977
"Mrkonjić Grad","Podbrdo",2870,0,2818,0,11,41,0,0.981881533101045,0,0.00383275261324042,0.0142857142857143,0.104763643000548,0.0356898833298934,0.0707346279720352
"Mrkonjić Grad","Podrašnica",1123,0,1113,1,5,4,0,0.991095280498664,0.000890471950133571,0.00445235975066785,0.00356188780053428,0.0409928819127578,0.0176968414809271,0.0351200274746823
"Mrkonjić Grad","Šehovci",1850,0,1830,2,5,13,0,0.989189189189189,0.00108108108108108,0.0027027027027027,0.00702702702702703,0.06753057127213,0.0214468955441928,0.0425432460071465
"Neum","Donje Hrasno",387,24,1,361,0,1,0.062015503875969,0.00258397932816537,0.9328165374677,0,0.00258397932816537,0.0894797687861272,0.125994030807444,0.248320811983271
"Neum","Gornje Hrasno",529,77,108,343,0,1,0.145557655954631,0.204158790170132,0.648393194706994,0,0.00189035916824197,0.122312138728324,0.516714848789134,0.796393204353304
"Neum","Gradac",640,0,0,636,0,4,0,0,0.99375,0,0.00625,0.147976878612717,0.012421875,0.0248437499999999
"Neum","Hutovo",763,0,0,763,0,0,0,0,1,0,0,0.176416184971098,0,0
"Neum","Neum",2006,89,98,1689,90,40,0.0443668993020937,0.0488534396809571,0.8419740777667,0.0448654037886341,0.0199401794616152,0.463815028901734,0.284314056832494,0.473964879238066
"Nevesinje","Bijenja",726,422,301,0,0,3,0.581267217630854,0.414600550964187,0,0,0.00413223140495868,0.050249169435216,0.490217729511494,0.968485357765772
"Nevesinje","Biograd",507,6,501,0,0,0,0.0118343195266272,0.988165680473373,0,0,0,0.0350913621262458,0.0233885368159377,0.0467770736318754
"Nevesinje","Drežanj",315,0,311,0,1,3,0,0.987301587301587,0,0.00317460317460317,0.00952380952380952,0.0218023255813953,0.025134794658604,0.0499113846596838
"Nevesinje","Grabovica",320,0,319,0,1,0,0,0.996875,0,0.003125,0,0.0221483942414175,0.00623046875000011,0.0124609375000002
"Nevesinje","Kifino Selo",918,17,898,0,0,3,0.0185185185185185,0.978213507625272,0,0,0.00326797385620915,0.0635382059800664,0.0427447183182157,0.0847790419322734
"Nevesinje","Luka",731,408,249,73,0,1,0.558139534883721,0.3406292749658,0.0998632010943912,0,0.00136798905608755,0.0505952380952381,0.56247742630918,0.892530199032793
"Nevesinje","Lukavac",472,4,464,1,1,2,0.00847457627118644,0.983050847457627,0.00211864406779661,0.00211864406779661,0.00423728813559322,0.0326688815060908,0.0335122809537489,0.0659100827007627
"Nevesinje","Nevesinje",5679,634,4790,91,111,53,0.111639373129072,0.843458355344251,0.0160239478781476,0.0195456946645536,0.00933262898397605,0.393064784053156,0.275388754118045,0.492610492927574
"Nevesinje","Odžak",1062,153,903,0,4,2,0.14406779661017,0.850282485875706,0,0.00376647834274953,0.00188323917137476,0.0735049833887043,0.256246431244037,0.504103254092299
"Nevesinje","Pridvorci",1387,1022,305,45,2,13,0.736842105263158,0.219899062725306,0.0324441240086518,0.00144196106705119,0.00937274693583273,0.095999446290144,0.407565565304358,0.726831155098352
"Nevesinje","Rabina",760,629,127,0,0,4,0.827631578947368,0.167105263157895,0,0,0.00526315789473684,0.0526024363233666,0.287074099722992,0.565413362006123
"Nevesinje","Rilja",491,18,470,0,1,2,0.0366598778004073,0.957230142566191,0,0.00203665987780041,0.00407331975560081,0.033983942414175,0.0823457676050788,0.162019659397167
"Nevesinje","Udrežnje",309,0,306,0,2,1,0,0.990291262135922,0,0.00647249190938511,0.00323624595469256,0.0213870431893688,0.0192708496978456,0.0382927808643472
"Nevesinje","Zovi Do",771,0,767,0,0,4,0,0.994811932555123,0,0,0.00518806744487678,0.0533637873754153,0.0103223028021284,0.0206446056042567
"Novi Travnik","Boris Kidrič",4595,1443,1012,1170,732,238,0.314036996735582,0.220239390642002,0.254624591947769,0.15930359085963,0.0517954298150163,0.149610913945235,0.759981292055873,0.710703475170112
"Novi Travnik","Bučići",1488,16,4,1440,20,8,0.010752688172043,0.00268817204301075,0.967741935483871,0.0134408602150538,0.00537634408602151,0.0484485397063133,0.0631431379350214,0.122156113516759
"Novi Travnik","Kasapovići",1231,735,14,444,23,15,0.597075548334687,0.0113728675873274,0.36068237205524,0.0186839967506093,0.0121852152721365,0.0400807475661772,0.512782102746474,0.909717294330915
"Novi Travnik","Margetići",1063,276,2,774,8,3,0.25964252116651,0.00188146754468485,0.728127939793039,0.00752587017873942,0.00282220131702728,0.0346107511477225,0.402347321032701,0.776467259072743
"Novi Travnik","Maršala Tita",6927,1733,2188,1581,1155,270,0.250180453298686,0.3158654540205,0.228237332178432,0.166738847986141,0.0389779125162408,0.225539673753785,0.75622535485189,0.720069238607128
"Novi Travnik","Nević Polje",643,3,8,563,58,11,0.0046656298600311,0.0124416796267496,0.875583203732504,0.0902021772939347,0.0171073094867807,0.0209357601015856,0.224748397021156,0.41299332327888
"Novi Travnik","Opara",2117,1780,291,11,23,12,0.84081247047709,0.137458667926311,0.00519603212092584,0.0108644307982995,0.00566839867737364,0.0689284667730277,0.273962338752198,0.516053156592107
"Novi Travnik","Pećine",1583,0,1,1574,4,4,0,0.000631711939355654,0.994314592545799,0.00252684775742262,0.00252684775742262,0.0515416924429395,0.0113253220713289,0.0225363198883327
"Novi Travnik","Pribilovići",542,71,28,398,28,17,0.1309963099631,0.051660516605166,0.734317343173432,0.051660516605166,0.0313653136531365,0.0176472503500147,0.437296605438379,0.656755421464156
"Novi Travnik","Rankovići",1685,280,23,1345,9,28,0.166172106824926,0.0136498516320475,0.798219584569733,0.00534124629080119,0.0166172106824926,0.0548627616970013,0.334741346670306,0.60829450507519
"Novi Travnik","Rostovo",1414,714,115,569,0,16,0.504950495049505,0.0813295615275813,0.402404526166902,0,0.0113154172560113,0.0460391365219939,0.576353058623704,0.91678664042821
"Novi Travnik","Stojkovići",1323,41,44,1158,44,36,0.0309901738473167,0.0332577475434618,0.875283446712018,0.0332577475434618,0.0272108843537415,0.043076221795331,0.229965909266201,0.397349925360129
"Novi Travnik","Trenica",2617,2016,150,414,15,22,0.77034772640428,0.0573175391669851,0.158196408100879,0.00573175391669851,0.00840657241115781,0.0852082180184287,0.378149453128913,0.642202556579955
"Novi Travnik","Vodovod",865,453,11,389,7,5,0.523699421965318,0.0127167630057803,0.44971098265896,0.00809248554913295,0.00578034682080925,0.0281639696545437,0.523238330716028,0.968715934069011
"Novi Travnik","Zagrlje",1055,853,199,0,0,3,0.808530805687204,0.188625592417062,0,0,0.0028436018957346,0.034350275127796,0.310690236068372,0.616176353009193
"Novi Travnik","Šenkovići",1565,1211,7,332,6,9,0.773801916932907,0.00447284345047923,0.212140575079872,0.00383386581469649,0.00575079872204473,0.050955621398105,0.35615919321418,0.683857846015514
"Odžak","Ada",638,0,1,628,5,4,0,0.00156739811912226,0.984326018808777,0.00783699059561128,0.00626959247648903,0.0212270428533404,0.0309991057477815,0.0611557432855071
"Odžak","Donja Dubica",3254,1,979,2137,70,67,0.000307314074984634,0.300860479409957,0.656730178242164,0.0215119852489244,0.0205900430239705,0.108264572797445,0.477301635092207,0.848810210667816
"Odžak","Donji Svilaj",1576,2,143,1408,13,10,0.00126903553299492,0.090736040609137,0.893401015228426,0.008248730964467,0.00634517766497462,0.0524354538195369,0.193491683630086,0.370714838733179
"Odžak","Gnionica",918,5,760,25,28,100,0.00544662309368192,0.827886710239651,0.0272331154684096,0.0305010893246187,0.108932461873638,0.0305429864253394,0.301035689027487,0.520769513292918
"Odžak","Gornja Dubica",1596,0,3,1579,3,11,0,0.0018796992481203,0.989348370927318,0.0018796992481203,0.0068922305764411,0.0531008783603939,0.0211352315626158,0.0419206074809765
"Odžak","Gornji Svilaj",1810,1,748,1004,32,25,0.000552486187845304,0.413259668508287,0.554696132596685,0.0176795580110497,0.0138121546961326,0.0602209209475645,0.521024999236898,0.950862609344995
"Odžak","Jošavica",252,0,240,0,9,3,0,0.952380952380952,0,0.0357142857142857,0.0119047619047619,0.00838434921479904,0.0915532879818595,0.178247489471979
"Odžak","Novi Grad",1907,4,1587,226,74,16,0.00209753539590981,0.832197168327216,0.118510749868904,0.0388044048243314,0.00839014158363922,0.0634482299707213,0.291822499229373,0.52045636578659
"Odžak","Novo Selo",2669,0,5,2626,24,14,0,0.00187336080929187,0.98388909704009,0.00899213188460097,0.00524541026601723,0.0888009049773756,0.0318503624802259,0.0628278663759181
"Odžak","Odžak 1",4243,2778,271,565,421,208,0.654725430120198,0.0638699033702569,0.133160499646477,0.0992222484091445,0.0490219184539241,0.141169816342827,0.537275324863027,0.71340070203818
"Odžak","Odžak 2",932,872,4,13,29,14,0.935622317596567,0.00429184549356223,0.0139484978540773,0.0311158798283262,0.0150214592274678,0.0310087836039393,0.12320405607029,0.230904147387329
"Odžak","Odžak 3",4211,2555,324,826,369,137,0.606744241272857,0.0769413440987889,0.196152932795061,0.0876276418902873,0.0325338399430064,0.140105137077455,0.578728427841704,0.756782613473098
"Odžak","Posavska Mahala",1199,0,6,1165,4,24,0,0.00500417014178482,0.971643035863219,0.00333611342785655,0.0200166805671393,0.0398922012243812,0.0554729719859683,0.108800752126899
"Odžak","Potočani",2250,0,176,2029,12,33,0,0.0782222222222222,0.901777777777778,0.00533333333333333,0.0146666666666667,0.07486026084642,0.180434567901234,0.343019867654321
"Odžak","Srnava",880,2,133,703,30,12,0.00227272727272727,0.151136363636364,0.798863636363636,0.0340909090909091,0.0136363636363636,0.0292786797977109,0.337621384297521,0.596251526108189
"Odžak","Vrbovac",1721,0,287,1404,24,6,0,0.166763509587449,0.815804764671702,0.0139453805926787,0.00348634514816967,0.0572597817407506,0.306445889566658,0.583860232111109
"Olovo","Careva Ćuprija",3071,2457,14,534,37,29,0.80006512536633,0.00455877564311299,0.173884728101596,0.0120481927710843,0.00944317811787691,0.181115829205001,0.329404781508213,0.612839683450482
"Olovo","Dolovi",1209,974,230,1,0,4,0.805624483043838,0.190239867659222,0.000827129859387924,0,0.0033085194375517,0.0713021939136589,0.314766354628677,0.62189395678343
"Olovo","Dugandžići",761,441,319,0,0,1,0.579500657030223,0.419185282522996,0,0,0.00131406044678055,0.0448808681292758,0.488460960662798,0.973091411785945
"Olovo","Gurdići",362,333,29,0,0,0,0.919889502762431,0.0801104972375691,0,0,0,0.0213493748525596,0.147385610939837,0.294771221879674
"Olovo","Klinčići",524,514,8,0,0,2,0.980916030534351,0.0152671755725191,0,0,0.00381679389312977,0.0309035149799481,0.0375560864751471,0.07442625765594
"Olovo","Milankovići",716,709,0,0,1,6,0.990223463687151,0,0,0.00139664804469274,0.00837988826815642,0.0422269403161123,0.0193853188102744,0.038631565631953
"Olovo","Olovo",3514,2327,837,94,203,53,0.662208309618668,0.238190096755834,0.0267501422879909,0.0577689243027888,0.0150825270347183,0.207242274121255,0.500465331130151,0.781656880611052
"Olovo","Olovske Luke",2218,892,1267,9,30,20,0.402164111812444,0.571235347159603,0.00405770964833183,0.0135256988277728,0.00901713255184851,0.130809153102147,0.511673487109729,0.947516520928386
"Olovo","Petrovići",438,347,82,0,0,9,0.792237442922374,0.187214611872146,0,0,0.0205479452054795,0.0258315640481246,0.336888305081212,0.63720494362857
"Olovo","Solun",2611,2249,334,3,12,13,0.861355802374569,0.127920337035619,0.00114898506319418,0.00459594025277671,0.00497893527384144,0.153986789337108,0.241655336458412,0.468728813279561
"Olovo","Čuništa",1045,1035,7,1,2,0,0.990430622009569,0.00669856459330144,0.000956937799043062,0.00191387559808612,0,0.0616301014390186,0.0189977335683709,0.0377449970309978
"Olovo","Šaševci",487,421,66,0,0,0,0.864476386036961,0.135523613963039,0,0,0,0.0287213965557915,0.234313928042872,0.468627856085745
"Orašje","Bok",1705,7,9,1660,22,7,0.00410557184750733,0.00527859237536657,0.973607038123167,0.0129032258064516,0.00410557184750733,0.0601050516445165,0.051861267102966,0.100975217859477
"Orašje","Bukova Greda",306,0,163,135,5,3,0,0.532679738562091,0.441176470588235,0.0163398692810458,0.00980392156862745,0.0107871822892798,0.521252509718484,0.966905639610708
"Orašje","Donja Mahala",4273,7,23,4207,11,25,0.0016381933068102,0.00538263515094781,0.984554177392932,0.00257430376784461,0.00585069038146501,0.150632777523178,0.0305805577218187,0.0601779883024673
"Orašje","Donji Žabar",1420,3,1394,2,13,8,0.00211267605633803,0.98169014084507,0.00140845070422535,0.00915492957746479,0.00563380281690141,0.0500581661790108,0.0361624677643324,0.0710661477294634
"Orašje","Jenjić",290,0,0,274,1,15,0,0,0.944827586206897,0.00344827586206897,0.0517241379310345,0.0102231466140233,0.10461355529132,0.20720488744926
"Orašje","Kopanice",1317,0,273,1024,6,14,0,0.207289293849658,0.777524677296887,0.00455580865603645,0.0106302201974184,0.0464271865195474,0.352352767875726,0.674762359784693
"Orašje","Kostrč",1655,0,3,1651,1,0,0,0.00181268882175227,0.997583081570997,0.000604229607250755,0,0.0583424401593401,0.00482434442913093,0.0096355772616401
"Orašje","Lepenica",140,0,139,0,1,0,0,0.992857142857143,0,0.00714285714285714,0,0.00493531215849403,0.0141836734693876,0.0283673469387754
"Orašje","Lončari",484,9,462,6,7,0,0.018595041322314,0.954545454545455,0.012396694214876,0.0144628099173554,0,0.0170620791765079,0.0881343487466701,0.168453979287193
"Orašje","Matići",2034,3,7,2010,1,13,0.00147492625368732,0.00344149459193707,0.988200589970501,0.000491642084562439,0.0063913470993117,0.0717030352169775,0.0234044836597896,0.046309623251629
"Orašje","Orašje",3907,1843,875,591,470,128,0.471717430253391,0.223957000255951,0.151266956744305,0.120296902994625,0.0327617097517277,0.137730461451687,0.688899561332855,0.758659660312817
"Orašje","Oštra Luka",3041,2,7,2995,3,34,0.000657678395264716,0.0023018743834265,0.984873396908912,0.000986517592897073,0.0111805327195002,0.107202030528431,0.0298926833657001,0.0592109346743689
"Orašje","Tolisa",3326,3,15,3274,20,14,0.00090198436560433,0.00450992182802165,0.984365604329525,0.00601322910402886,0.0042092603728202,0.117248915993937,0.0309493272451349,0.0608959755655881
"Orašje","Ugljara",1400,12,31,1288,47,22,0.00857142857142857,0.0221428571428571,0.92,0.0335714285714286,0.0157142857142857,0.0493531215849402,0.151662244897959,0.278386206997084
"Orašje","Vidovice",2273,3,54,2191,6,19,0.00131984161900572,0.023757149142103,0.96392432908051,0.00263968323801144,0.00835899692036956,0.0801283181161208,0.0702069029323169,0.136594740847718
"Orašje","Čović Polje",796,1,780,0,12,3,0.00125628140703518,0.979899497487437,0,0.0150753768844221,0.00376884422110553,0.0280607748440089,0.039553925405924,0.0781605243459284
"Posušje","Batin",629,0,0,628,0,1,0,0,0.998410174880763,0,0.00158982511923688,0.0367106338274775,0.00317459515065432,0.00634919030130854
"Posušje","Osoje",634,2,0,626,0,6,0.00315457413249211,0,0.987381703470032,0,0.00946372239747634,0.0370024512664877,0.024977858273045,0.0496019888612196
"Posušje","Podbila",161,0,0,161,0,0,0,0,1,0,0,0.009396521536127,0,0
"Posušje","Poklečani",1636,0,0,1635,0,1,0,0,0.999388753056235,0,0.000611246943765281,0.0954826660441228,0.00122174664187802,0.00244349328375593
"Posušje","Posušje",3913,4,8,3838,26,37,0.00102223358037312,0.00204446716074623,0.980833120368004,0.00664451827242525,0.00945566061845132,0.228376327769347,0.0378276060408963,0.0743072718419793
"Posušje","Rastovača",1436,0,1,1418,0,17,0,0.000696378830083565,0.987465181058496,0,0.0118384401114206,0.0838099684837166,0.0247718825893654,0.0494460767602791
"Posušje","Sutina",1325,0,0,1318,0,7,0,0,0.994716981132076,0,0.00528301886792453,0.0773316213376911,0.0105102171591314,0.0210204343182625
"Posušje","Tribistovo",273,0,0,272,0,1,0,0,0.996336996336996,0,0.00366300366300366,0.0159332321699545,0.00729917213433695,0.0145983442686739
"Posušje","Vinjani",1209,0,0,1208,0,1,0,0,0.999172870140612,0,0.000827129859387924,0.0705614567526555,0.00165289143116731,0.00330578286233452
"Posušje","Vir",1675,0,0,1658,0,17,0,0,0.989850746268657,0,0.0101492537313433,0.097758842068402,0.0200924927600801,0.04018498552016
"Posušje","Vranić",1997,0,0,1990,0,7,0,0,0.99649474211317,0,0.00350525788683025,0.116551885140656,0.00698594210795411,0.0139718842159081
"Posušje","Zagorje",993,0,0,978,0,15,0,0,0.984894259818731,0,0.0151057401812689,0.0579549433874168,0.0297551135896896,0.0595102271793794
"Posušje","Zavelin",309,0,0,293,0,16,0,0,0.948220064724919,0,0.0517799352750809,0.0180343177308276,0.0981975471559788,0.196395094311958
"Posušje","Čitluk",944,0,0,940,0,4,0,0,0.995762711864407,0,0.00423728813559322,0.0550951324851173,0.00843866704969831,0.0168773340993967
"Prijedor","Bišćani",1440,1421,7,0,7,5,0.986805555555556,0.00486111111111111,0,0.00486111111111111,0.00347222222222222,0.0127951094248421,0.0261554783950617,0.0516304012345677
"Prijedor","Božići",342,0,337,0,5,0,0,0.985380116959064,0,0.0146198830409357,0,0.00303883848839999,0.0288122841216101,0.05762456824322
"Prijedor","Brezičani",1648,361,1159,6,99,23,0.219053398058252,0.703276699029126,0.00364077669902913,0.0600728155339806,0.0139563106796117,0.0146432918973192,0.453600716372891,0.751317022901763
"Prijedor","Busnovi",1962,0,1712,162,57,31,0,0.872579001019368,0.0825688073394495,0.0290519877675841,0.0158002038735984,0.0174333365913473,0.230694614598887,0.41734993703225
"Prijedor","Cikote",284,0,278,0,4,2,0,0.97887323943662,0,0.0140845070422535,0.00704225352112676,0.00252347991434385,0.0415592144415791,0.0819533347675818
"Prijedor","Donja Dragotinja",539,0,521,3,7,8,0,0.966604823747681,0.00556586270871985,0.012987012987013,0.0148423005565863,0.00478928054165963,0.0652551794878856,0.126464987707868
"Prijedor","Donja Ljubija",3945,2123,465,675,595,87,0.538149556400507,0.11787072243346,0.171102661596958,0.150823827629911,0.0220532319391635,0.0350532685284736,0.643991254913489,0.760277890544447
"Prijedor","Donja Puharska",5738,4506,717,174,259,82,0.785291042174974,0.12495643081213,0.0303241547577553,0.0451376786336703,0.0142906936214709,0.0509849568609332,0.364542681160045,0.596434405460937
"Prijedor","Donji Orlovci",2217,285,1763,21,83,65,0.128552097428958,0.795218764095625,0.0094722598105548,0.0374379792512404,0.029318899413622,0.0196991372186631,0.348750551617682,0.584686938731191
"Prijedor","Donji Volar",884,254,552,54,19,5,0.287330316742081,0.624434389140271,0.0610859728506787,0.0214932126696833,0.00565610859728507,0.00785477550802804,0.523297536905469,0.837057564480402
"Prijedor","Gomjenica",3331,844,2181,49,175,82,0.253377364154908,0.654758330831582,0.0147102972080456,0.0525367757430201,0.0246172320624437,0.0295975760376034,0.503508925776714,0.797442690803455
"Prijedor","Gornja Dragotinja",763,2,756,1,3,1,0.00262123197903014,0.990825688073395,0.00131061598951507,0.00393184796854522,0.00131061598951507,0.00677963089663506,0.0182386901398048,0.0361297221150062
"Prijedor","Gornja Ravska",554,0,28,481,43,2,0,0.0505415162454874,0.868231046931408,0.0776173285198556,0.0036101083032491,0.00492256293150174,0.237582921711478,0.42930369640292
"Prijedor","Gornji Jelovac",547,2,538,1,2,4,0.0036563071297989,0.983546617915905,0.00182815356489945,0.0036563071297989,0.00731261425959781,0.00486036448290875,0.0325524967497636,0.0639978696297245
"Prijedor","Gradina",1420,0,1410,3,2,5,0,0.992957746478873,0.00211267605633803,0.00140845070422535,0.00352112676056338,0.0126173995717193,0.0140160682404284,0.0278488227520249
"Prijedor","Hambarine",2876,2768,52,7,26,23,0.962447844228095,0.0180806675938804,0.00243393602225313,0.0090403337969402,0.00799721835883171,0.0255546768790596,0.0732156294188535,0.141024495640254
"Prijedor","Jutrogošta",337,0,332,0,1,4,0,0.985163204747775,0,0.0029673590504451,0.0118694362017804,0.00299441102511929,0.0293037712756121,0.0581911627836125
